,SCHOOL_ID,NRC_DESC,COUNTY_DESC,ITEM_SUBJECT_AREA,GRADE,SUBGROUP_NAME,TOTAL_TESTED,MEAN_SCALE_SCORE_2017,MEAN_SCALE_SCORE_2018,MEAN_SCALE_SCORE_2019
208998,WOODLAND MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,7,All Students,176,327,612,608
209013,WOODLAND MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,7,All Students,175,332,615,613
209027,WOODLAND MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,8,All Students,128,315,613,606
209040,WOODLAND MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,8,All Students,79,302,604,611
209053,MEADOWBROOK ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,47,331,611,612
209067,MEADOWBROOK ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,48,341,616,617
209081,MEADOWBROOK ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,36,335,614,614
209095,MEADOWBROOK ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,39,336,622,623
209109,MEADOWBROOK ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,39,326,616,616
209123,MEADOWBROOK ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,36,338,616,619
209255,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,30,308,608,599
209267,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,31,286,605,602
209279,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,22,307,603,602
209292,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,22,326,600,606
209305,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,18,317,600,607
209318,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,22,320,605,601
209331,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,19,305,606,595
209343,NEWBRIDGE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,22,321,604,602
209355,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,21,326,605,609
209356,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,21,292,605,609
209357,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,21,326,591,609
209358,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,21,292,591,609
209359,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,121,326,605,590
209360,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,121,292,605,590
209361,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,121,326,591,590
209362,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,121,292,591,590
209427,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,21,319,593,600
209428,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,21,286,593,600
209429,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,21,319,585,600
209430,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,21,286,585,600
209431,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,123,319,593,587
209432,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,123,286,593,587
209433,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,123,319,585,587
209434,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,123,286,585,587
209499,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,23,317,610,600
209500,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,23,294,610,600
209501,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,23,317,594,600
209502,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,23,294,594,600
209503,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,148,317,610,590
209504,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,148,294,610,590
209505,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,148,317,594,590
209506,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,148,294,594,590
209573,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,24,325,607,603
209574,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,24,284,607,603
209575,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,24,325,589,603
209576,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,24,284,589,603
209577,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,153,325,607,588
209578,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,153,284,607,588
209579,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,153,325,589,588
209580,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,153,284,589,588
209647,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,13,331,603,607
209648,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,13,285,603,607
209649,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,13,331,595,607
209650,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,13,285,595,607
209651,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,153,331,603,592
209652,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,153,285,603,592
209653,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,153,331,595,592
209654,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,153,285,595,592
209721,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,13,329,611,603
209722,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,13,273,611,603
209723,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,13,329,585,603
209724,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,13,273,585,603
209725,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,149,329,611,589
209726,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,149,273,611,589
209727,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,149,329,585,589
209728,PARK AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,149,273,585,589
209795,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,21,295,616,612
209804,PARK AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,23,297,612,609
209813,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,68,308,598,596
209825,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,67,296,594,597
209837,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,41,306,600,598
209849,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,45,303,600,600
209861,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,38,306,603,598
209873,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,46,309,603,599
209885,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,51,311,605,599
209897,SAW MILL ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,57,317,604,607
209909,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,17,317,609,610
209920,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,18,315,605,605
209931,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,18,304,603,598
209943,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,18,310,604,606
209955,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,21,326,606,611
209967,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,18,332,609,611
209978,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,30,314,615,606
209990,JOHN G DINKELMEYER SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,30,335,613,611
210002,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,25,298,588,598
210012,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,26,291,602,599
210022,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,8,323,604,589
210030,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,8,317,603,604
210038,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,9,308,610,602
210047,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,10,319,604,599
210056,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,7,291,605,618
210064,MARTIN AVENUE ELEMENTARY SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,10,312,604,608
210238,EAST BROADWAY SCHOOL (NASSAU),Average Needs,NASSAU,ELA,3,All Students,56,330,610,610
210251,EAST BROADWAY SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,3,All Students,57,326,608,604
210264,EAST BROADWAY SCHOOL (NASSAU),Average Needs,NASSAU,ELA,4,All Students,56,323,607,609
210275,EAST BROADWAY SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,4,All Students,59,334,608,608
210286,EAST BROADWAY SCHOOL (NASSAU),Average Needs,NASSAU,ELA,5,All Students,48,314,608,609
210298,EAST BROADWAY SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,5,All Students,46,326,609,611
210310,ABBEY LANE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,3,All Students,57,327,607,609
210322,ABBEY LANE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,3,All Students,56,325,601,607
210334,ABBEY LANE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,4,All Students,42,320,605,606
210347,ABBEY LANE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,4,All Students,43,326,614,613
210360,ABBEY LANE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,5,All Students,41,316,599,610
210371,ABBEY LANE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,5,All Students,40,339,607,612
210382,GARDINERS AVENUE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,3,All Students,44,321,606,609
210393,GARDINERS AVENUE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,3,All Students,44,332,615,616
210404,GARDINERS AVENUE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,4,All Students,54,320,607,608
210415,GARDINERS AVENUE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,4,All Students,54,324,612,611
210426,GARDINERS AVENUE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,5,All Students,46,320,606,610
210438,GARDINERS AVENUE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,5,All Students,47,332,613,616
210450,LEE ROAD SCHOOL (NASSAU),Average Needs,NASSAU,ELA,3,All Students,15,314,603,606
210458,LEE ROAD SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,3,All Students,15,308,597,607
210466,LEE ROAD SCHOOL (NASSAU),Average Needs,NASSAU,ELA,4,All Students,11,325,610,601
210476,LEE ROAD SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,4,All Students,11,326,611,606
210486,LEE ROAD SCHOOL (NASSAU),Average Needs,NASSAU,ELA,5,All Students,16,321,605,607
210496,LEE ROAD SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,5,All Students,15,330,607,612
210506,SUMMIT LANE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,3,All Students,54,322,601,602
210518,SUMMIT LANE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,3,All Students,55,323,599,607
210530,SUMMIT LANE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,4,All Students,35,307,604,596
210542,SUMMIT LANE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,4,All Students,39,315,611,600
210554,SUMMIT LANE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,5,All Students,26,314,602,605
210565,SUMMIT LANE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,5,All Students,26,325,601,611
210576,WISDOM LANE MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,6,All Students,80,319,606,602
210588,WISDOM LANE MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,6,All Students,79,328,604,601
210600,WISDOM LANE MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,7,All Students,59,324,609,606
210611,WISDOM LANE MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,7,All Students,61,333,612,606
210622,WISDOM LANE MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,8,All Students,72,320,610,602
210634,WISDOM LANE MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,8,All Students,44,313,608,608
210645,NORTHSIDE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,3,All Students,42,324,619,613
210659,NORTHSIDE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,3,All Students,41,324,613,610
210672,NORTHSIDE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,4,All Students,36,328,607,608
210684,NORTHSIDE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,4,All Students,38,324,610,611
210696,NORTHSIDE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,5,All Students,35,322,602,614
210708,NORTHSIDE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,5,All Students,29,333,606,612
210720,JONAS E SALK MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,6,All Students,99,315,609,605
210733,JONAS E SALK MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,6,All Students,102,322,608,604
210746,JONAS E SALK MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,7,All Students,88,316,607,605
210760,JONAS E SALK MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,7,All Students,89,314,609,611
210773,JONAS E SALK MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,ELA,8,All Students,86,308,602,606
210785,JONAS E SALK MIDDLE SCHOOL (NASSAU),Average Needs,NASSAU,Mathematics,8,All Students,51,295,599,608
210952,SEAFORD HARBOR SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,41,324,609,605
210965,SEAFORD HARBOR SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,39,324,608,602
210978,SEAFORD HARBOR SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,54,325,608,605
210991,SEAFORD HARBOR SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,54,319,604,610
211004,SEAFORD HARBOR SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,51,319,605,609
211016,SEAFORD HARBOR SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,50,323,605,606
211028,SEAFORD MANOR SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,22,323,612,612
211039,SEAFORD MANOR SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,22,319,606,607
211050,SEAFORD MANOR SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,29,330,617,605
211058,SEAFORD MANOR SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,33,325,615,611
211068,SEAFORD MANOR SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,19,333,614,614
211079,SEAFORD MANOR SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,18,323,614,615
211089,SEAFORD MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,70,317,605,606
211103,SEAFORD MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,63,324,606,611
211117,SEAFORD MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,7,All Students,69,317,606,602
211130,SEAFORD MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,7,All Students,64,330,610,607
211143,SEAFORD MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,8,All Students,46,322,605,612
211154,SEAFORD MIDDLE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,8,All Students,28,298,603,601
211267, SHORE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,5,All Students,28,319,609,606
211280, SHORE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,5,All Students,31,331,610,612
211292, SHORE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,ELA,6,All Students,57,317,610,612
211305, SHORE ROAD SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,6,All Students,64,334,612,617
211318, WINTHROP AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,3,All Students,57,320,612,608
211330, WINTHROP AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,3,All Students,57,327,612,613
211342, WINTHROP AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,ELA,4,All Students,56,325,608,610
211355, WINTHROP AVENUE SCHOOL (NASSAU),Low Needs,NASSAU,Mathematics,4,All Students,60,325,602,613
211500,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,71,298,593,597
211512,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,72,302,595,598
211524,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,69,294,597,600
211536,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,68,289,594,597
211548,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,63,288,595,596
211560,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,67,295,590,591
211572,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,6,All Students,78,294,597,595
211583,CENTENNIAL AVENUE ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,6,All Students,76,286,585,588
211594,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,50,293,592,591
211605,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,55,279,591,586
211616,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,43,307,596,598
211627,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,53,304,591,598
211638,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,60,293,600,590
211650,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,66,285,589,588
211662,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,6,All Students,60,292,595,598
211674,ULYSSES BYAS ELEMENTARY SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,6,All Students,64,286,598,600
211686,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,101,291,588,586
211698,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,105,294,587,589
211710,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,90,280,591,597
211722,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,94,281,588,592
211734,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,100,273,587,587
211746,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,88,283,587,588
211758,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,6,All Students,87,283,591,589
211770,WASHINGTON ROSE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,6,All Students,84,285,586,587
211782,ROOSEVELT MIDDLE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,7,All Students,211,286,591,591
211794,ROOSEVELT MIDDLE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,7,All Students,222,279,587,592
211806,ROOSEVELT MIDDLE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,8,All Students,204,289,585,594
211818,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,ELA,3,All Students,79,319,602,597
211830,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,Mathematics,3,All Students,76,311,601,603
211842,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,ELA,4,All Students,59,293,608,596
211854,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,Mathematics,4,All Students,58,288,603,601
211866,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,ELA,5,All Students,54,297,597,605
211877,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,Mathematics,5,All Students,55,304,595,604
211888,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,ELA,6,All Students,54,289,596,593
211900,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,Mathematics,6,All Students,52,291,588,593
211911,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,ELA,7,All Students,51,302,597,588
211922,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,Mathematics,7,All Students,48,292,595,593
211933,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,ELA,8,All Students,54,306,598,600
211945,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL (NASSAU),Charters,NASSAU,Mathematics,8,All Students,54,300,597,607
212130,ARCHER STREET SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,141,303,601,602
212143,ARCHER STREET SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,143,306,598,600
212156,ARCHER STREET SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,118,302,597,595
212169,ARCHER STREET SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,124,310,598,601
212182,BAYVIEW AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,109,306,598,607
212196,BAYVIEW AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,107,308,597,607
212210,BAYVIEW AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,106,309,606,600
212224,BAYVIEW AVENUE SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,4,All Students,114,314,607,605
212238,CAROLINE G ATKINSON SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,5,All Students,467,292,596,598
212253,CAROLINE G ATKINSON SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,5,All Students,472,291,593,594
212268,CAROLINE G ATKINSON SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,6,All Students,302,292,594,599
212283,CAROLINE G ATKINSON SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,6,All Students,319,291,592,598
212298,LEO F GIBLYN SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,3,All Students,95,307,600,602
212312,LEO F GIBLYN SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,Mathematics,3,All Students,95,305,602,602
212326,LEO F GIBLYN SCHOOL (NASSAU),Urban-Suburban High Needs,NASSAU,ELA,4,All Students,116,294,606,602
