,SCHOOL_ID,NRC_DESC,COUNTY_DESC,ITEM_SUBJECT_AREA,GRADE,SUBGROUP_NAME,TOTAL_TESTED,MEAN_SCALE_SCORE_2017,MEAN_SCALE_SCORE_2018,MEAN_SCALE_SCORE_2019
392816,WEST SAND LAKE ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,4,All Students,59,319,602,608
392828,WEST SAND LAKE ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,4,All Students,57,322,604,612
392840,WEST SAND LAKE ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,5,All Students,56,318,602,604
392852,WEST SAND LAKE ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,5,All Students,56,322,606,605
392864,ALGONQUIN MIDDLE SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,6,All Students,192,313,606,607
392878,ALGONQUIN MIDDLE SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,6,All Students,188,329,609,610
392893,ALGONQUIN MIDDLE SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,7,All Students,167,319,607,608
392906,ALGONQUIN MIDDLE SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,7,All Students,134,306,605,607
392919,ALGONQUIN MIDDLE SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,8,All Students,160,312,602,606
392932,ALGONQUIN MIDDLE SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,8,All Students,115,289,603,611
393074,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,3,All Students,73,311,598,597
393085,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,3,All Students,73,310,595,597
393096,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,4,All Students,67,300,603,599
393107,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,4,All Students,67,307,604,598
393118,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,5,All Students,60,294,596,596
393129,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,5,All Students,55,301,596,603
393140,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,6,All Students,70,314,602,603
393151,HOOSIC VALLEY ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,6,All Students,64,317,599,603
393162,HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,7,All Students,56,314,594,599
393173,HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,7,All Students,54,311,600,600
393184,HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,8,All Students,59,289,597,597
393194,HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,8,All Students,35,276,593,597
393339,CASTLETON ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,3,All Students,77,319,602,607
393350,CASTLETON ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,3,All Students,76,325,603,610
393361,CASTLETON ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,4,All Students,74,307,594,598
393372,CASTLETON ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,4,All Students,72,317,606,601
393383,CASTLETON ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,ELA,5,All Students,69,302,604,594
393395,CASTLETON ELEMENTARY SCHOOL (RENSSELAER),Average Needs,RENSSELAER,Mathematics,5,All Students,70,325,605,601
393594,PS 2 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,3,All Students,50,289,586,581
393607,PS 2 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,3,All Students,53,277,583,578
393620,PS 2 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,4,All Students,40,278,586,583
393633,PS 2 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,4,All Students,41,266,580,582
393646,PS 2 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,5,All Students,47,273,588,589
393659,PS 2 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,5,All Students,49,284,587,590
393672,PS 14 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,3,All Students,108,303,595,592
393686,PS 14 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,3,All Students,106,291,596,591
393700,PS 14 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,4,All Students,84,311,595,590
393714,PS 14 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,4,All Students,89,292,590,589
393728,PS 14 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,5,All Students,81,302,599,595
393742,PS 14 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,5,All Students,82,297,594,593
393756,PS 16 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,3,All Students,41,295,598,596
393769,PS 16 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,3,All Students,41,298,598,594
393782,PS 16 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,4,All Students,45,312,594,599
393795,PS 16 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,4,All Students,45,315,603,607
393808,PS 16 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,5,All Students,66,297,598,595
393821,PS 16 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,5,All Students,64,306,598,600
393834,PS 18 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,3,All Students,52,298,591,598
393848,PS 18 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,3,All Students,53,293,590,599
393862,PS 18 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,4,All Students,54,296,596,591
393876,PS 18 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,4,All Students,55,282,595,594
393890,PS 18 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,5,All Students,46,305,597,598
393904,PS 18 (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,5,All Students,48,301,594,593
393917,CARROLL HILL SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,3,All Students,47,291,590,594
393930,CARROLL HILL SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,3,All Students,49,280,584,594
393943,CARROLL HILL SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,4,All Students,77,275,588,583
393956,CARROLL HILL SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,4,All Students,77,253,586,581
393969,CARROLL HILL SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,5,All Students,62,275,587,585
393982,CARROLL HILL SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,5,All Students,63,273,582,586
393995,TROY MIDDLE SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,6,All Students,279,282,591,591
394010,TROY MIDDLE SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,6,All Students,278,275,589,589
394026,TROY MIDDLE SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,7,All Students,259,290,589,589
394042,TROY MIDDLE SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,7,All Students,260,283,586,588
394058,TROY MIDDLE SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,ELA,8,All Students,265,292,589,590
394073,TROY MIDDLE SCHOOL (RENSSELAER),Urban-Suburban High Needs,RENSSELAER,Mathematics,8,All Students,261,272,594,592
394089,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,ELA,3,All Students,63,323,606,607
394102,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,Mathematics,3,All Students,63,342,610,610
394115,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,ELA,4,All Students,63,320,607,608
394127,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,Mathematics,4,All Students,62,327,611,607
394139,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,ELA,5,All Students,59,325,599,599
394151,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,Mathematics,5,All Students,62,335,604,604
394163,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,ELA,6,All Students,60,292,612,598
394175,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,Mathematics,6,All Students,61,307,612,610
394187,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,ELA,7,All Students,59,293,596,607
394199,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,Mathematics,7,All Students,59,315,599,609
394211,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL (RENSSELAER),Charters,RENSSELAER,ELA,8,All Students,53,310,595,598
394590,LITTLE TOR ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,52,325,602,604
394604,LITTLE TOR ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,51,319,609,604
394618,LITTLE TOR ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,36,318,604,606
394632,LITTLE TOR ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,36,317,601,609
394646,LITTLE TOR ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,32,325,612,610
394660,LITTLE TOR ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,29,332,618,611
394674,BARDONIA ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,55,312,604,606
394686,BARDONIA ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,55,321,604,605
394698,BARDONIA ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,49,309,600,600
394711,BARDONIA ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,51,305,600,603
394724,BARDONIA ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,61,304,607,601
394738,BARDONIA ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,61,312,604,602
394752,LAUREL PLAINS ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,27,333,612,607
394765,LAUREL PLAINS ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,28,342,617,606
394777,LAUREL PLAINS ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,28,333,617,614
394790,LAUREL PLAINS ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,29,340,619,619
394804,LAUREL PLAINS ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,46,321,618,616
394817,LAUREL PLAINS ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,48,345,614,617
394829,LINK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,55,327,602,606
394843,LINK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,54,335,611,607
394857,LINK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,56,315,610,605
394871,LINK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,56,317,611,610
394885,LINK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,56,318,604,610
394899,LINK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,54,324,604,609
394913,NEW CITY ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,45,322,611,609
394927,NEW CITY ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,42,328,606,609
394941,NEW CITY ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,42,319,604,602
394954,NEW CITY ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,42,324,606,609
394967,NEW CITY ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,34,314,608,609
394979,NEW CITY ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,36,314,606,603
394990,WEST NYACK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,31,325,597,605
395002,WEST NYACK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,31,333,603,611
395015,WEST NYACK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,31,311,603,592
395028,WEST NYACK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,33,315,605,593
395041,WEST NYACK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,35,316,607,606
395054,WEST NYACK ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,35,321,608,609
395067,LAKEWOOD ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,61,313,603,603
395081,LAKEWOOD ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,58,313,606,601
395095,LAKEWOOD ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,47,304,599,604
395109,LAKEWOOD ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,49,315,601,609
395123,LAKEWOOD ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,46,307,602,606
395137,LAKEWOOD ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,50,313,607,604
395151,WOODGLEN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,61,317,606,602
395165,WOODGLEN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,62,315,604,601
395179,WOODGLEN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,64,325,606,602
395194,WOODGLEN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,64,331,613,604
395209,WOODGLEN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,46,314,609,605
395224,WOODGLEN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,49,314,606,610
395239,STRAWTOWN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,38,321,609,611
395251,STRAWTOWN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,37,323,616,615
395264,STRAWTOWN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,31,327,608,608
395276,STRAWTOWN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,32,332,613,616
395288,STRAWTOWN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,49,321,616,608
395301,STRAWTOWN ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,47,344,620,617
395314,BIRCHWOOD SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,8,All Students,-,-,-,-
395315,FELIX FESTA DETERMINATION MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,8,All Students,261,313,603,604
395330,FELIX FESTA DETERMINATION MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,8,All Students,168,299,603,605
395345,FELIX FESTA CHARACTER MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,7,All Students,316,318,605,604
395360,FELIX FESTA CHARACTER MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,7,All Students,313,321,606,607
395375,FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,6,All Students,370,312,606,606
395390,FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,6,All Students,360,320,607,608
395579,HIGHVIEW ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,126,318,606,607
395594,HIGHVIEW ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,128,325,609,607
395609,HIGHVIEW ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,140,316,604,602
395624,HIGHVIEW ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,145,317,607,605
395639,A MACARTHUR BARR MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,7,All Students,127,320,605,604
395653,A MACARTHUR BARR MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,7,All Students,126,323,606,605
395667,A MACARTHUR BARR MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,8,All Students,120,315,605,609
395681,A MACARTHUR BARR MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,8,All Students,76,299,607,603
395695,A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,131,315,603,602
395710,A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,128,328,602,607
395725,A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE (ROCKLAND),Low Needs,ROCKLAND,ELA,6,All Students,154,312,608,604
395739,A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE (ROCKLAND),Low Needs,ROCKLAND,Mathematics,6,All Students,145,325,608,604
395753,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,ELA,3,All Students,416,302,595,593
395769,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,Mathematics,3,All Students,424,292,592,592
395785,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,ELA,4,All Students,377,295,590,592
395800,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,Mathematics,4,All Students,372,285,588,594
395815,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,ELA,5,All Students,320,292,594,590
395829,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,Mathematics,5,All Students,328,296,591,589
395843,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,ELA,6,All Students,355,300,595,593
395858,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,Mathematics,6,All Students,343,302,596,597
395873,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,ELA,7,All Students,258,307,592,591
395887,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,Mathematics,7,All Students,271,295,593,593
395901,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,ELA,8,All Students,232,297,592,594
395915,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND) (ROCKLAND),Average Needs,ROCKLAND,Mathematics,8,All Students,170,275,590,591
395929,WILLOW GROVE ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,4,All Students,121,300,595,595
395943,WILLOW GROVE ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,4,All Students,120,290,592,595
395957,WILLOW GROVE ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,5,All Students,94,302,601,599
395971,WILLOW GROVE ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,5,All Students,97,302,593,592
395985,WILLOW GROVE ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,6,All Students,109,304,598,595
395999,WILLOW GROVE ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,6,All Students,100,315,603,601
396013,STONY POINT ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,3,All Students,123,312,598,596
396027,STONY POINT ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,3,All Students,123,303,593,596
396041,JAMES A FARLEY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,4,All Students,116,293,592,593
396056,JAMES A FARLEY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,4,All Students,113,290,587,592
396070,JAMES A FARLEY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,5,All Students,93,288,594,590
396084,JAMES A FARLEY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,5,All Students,97,301,595,594
396098,JAMES A FARLEY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,6,All Students,130,304,594,599
396112,JAMES A FARLEY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,6,All Students,125,306,597,602
396126,HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,4,All Students,138,294,585,588
396140,HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,4,All Students,137,278,586,594
396154,HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,5,All Students,128,289,588,583
396168,HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,5,All Students,129,290,587,582
396182,HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,6,All Students,113,291,594,586
396196,HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,6,All Students,116,288,593,588
396210,THIELLS ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,3,All Students,117,318,599,598
396224,THIELLS ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,3,All Students,118,300,593,597
396238,WEST HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,3,All Students,168,289,590,588
396252,WEST HAVERSTRAW ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,3,All Students,176,282,590,587
396266,FIELDSTONE MIDDLE SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,7,All Students,252,307,591,591
396280,FIELDSTONE MIDDLE SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,7,All Students,267,296,593,594
396294,FIELDSTONE MIDDLE SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,8,All Students,229,297,592,594
396308,FIELDSTONE MIDDLE SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,8,All Students,167,276,591,592
396501,SOUTH ORANGETOWN MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,6,All Students,161,308,604,601
396516,SOUTH ORANGETOWN MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,6,All Students,135,315,604,604
396531,SOUTH ORANGETOWN MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,7,All Students,139,313,602,603
396546,SOUTH ORANGETOWN MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,7,All Students,134,312,603,606
396561,SOUTH ORANGETOWN MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,8,All Students,111,302,594,598
396576,SOUTH ORANGETOWN MIDDLE SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,8,All Students,58,269,593,599
396590,COTTAGE LANE ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,3,All Students,182,318,606,598
396605,COTTAGE LANE ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,3,All Students,176,313,604,602
396620,COTTAGE LANE ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,4,All Students,153,312,602,606
396635,COTTAGE LANE ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,4,All Students,154,311,600,608
396650,COTTAGE LANE ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,ELA,5,All Students,186,309,605,609
396665,COTTAGE LANE ELEMENTARY SCHOOL (ROCKLAND),Low Needs,ROCKLAND,Mathematics,5,All Students,183,315,602,603
396860,LIBERTY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,3,All Students,65,317,598,601
396875,LIBERTY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,3,All Students,65,314,597,606
396890,LIBERTY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,4,All Students,51,311,600,599
396905,LIBERTY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,4,All Students,51,308,601,597
396919,LIBERTY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,ELA,5,All Students,50,316,607,603
396933,LIBERTY ELEMENTARY SCHOOL (ROCKLAND),Average Needs,ROCKLAND,Mathematics,5,All Students,55,316,602,602
